sha256,labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
generated_00000363,0,NtQueryValueKey,LdrUnloadDll,GetFileSize,LdrGetProcedureAddress,NtOpenKey,LdrLoadDll,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000364,0,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,SetUnhandledExceptionFilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000365,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000366,0,LdrUnloadDll,CoUninitialize,CoUninitialize,GetFileAttributesW,NtOpenKey,RegOpenKeyExW,NtClose,SetUnhandledExceptionFilter,NtCreateFile,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,LdrLoadDll,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000367,0,LdrUnloadDll,LoadStringW,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000368,0,LdrUnloadDll,LdrGetDllHandle,NtOpenKey,SetUnhandledExceptionFilter,NtClose,NtFreeVirtualMemory,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000369,0,LdrUnloadDll,GetSystemInfo,NtCreateSection,NtReadFile,LdrGetProcedureAddress,NtOpenKey,NtClose,NtCreateFile,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,WriteConsoleW,LdrLoadDll,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000370,0,LdrUnloadDll,CoUninitialize,NtAllocateVirtualMemory,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000371,0,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000372,0,LdrUnloadDll,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,LdrGetProcedureAddress,NtTerminateProcess,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000373,0,NtQueryValueKey,LdrUnloadDll,CoUninitialize,NtOpenKey,LoadStringW,NtTerminateProcess,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,NtClose,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000374,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000375,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,CoUninitialize,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtAllocateVirtualMemory,NtClose,GetSystemTimeAsFileTime,NtTerminateProcess,GetSystemTimeAsFileTime,RegCreateKeyExA,NtTerminateProcess,LdrGetDllHandle,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000376,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,NtTerminateProcess,NtClose,NtFreeVirtualMemory,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000377,0,NtQueryValueKey,LdrUnloadDll,NtCreateSection,LdrGetProcedureAddress,NtOpenKey,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000378,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtTerminateProcess,GetFileType,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000379,0,LdrUnloadDll,OpenServiceA,SetUnhandledExceptionFilter,NtOpenKey,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000380,0,LdrUnloadDll,GetSystemDirectoryW,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000381,0,LdrUnloadDll,GetSystemInfo,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,GetSystemTimeAsFileTime,LdrGetDllHandle,GetSystemTimeAsFileTime,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000382,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000383,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtTerminateProcess,LdrGetDllHandle,GetSystemTimeAsFileTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000384,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtTerminateProcess,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000385,0,NtQueryValueKey,LdrGetProcedureAddress,NtTerminateProcess,NtOpenKey,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrLoadDll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000386,0,LdrUnloadDll,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000387,0,LdrUnloadDll,NtDuplicateObject,RegCloseKey,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,NtAllocateVirtualMemory,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000388,0,NtQueryValueKey,LdrUnloadDll,NtCreateSection,NtOpenMutant,SetUnhandledExceptionFilter,NtOpenKey,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrLoadDll,NtQueryAttributesFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000389,0,LdrUnloadDll,OpenServiceW,NtOpenKey,GetSystemTimeAsFileTime,NtTerminateProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000390,0,LdrUnloadDll,NtDuplicateObject,RegCloseKey,GetSystemInfo,NtOpenKey,LdrGetProcedureAddress,NtClose,GetSystemTimeAsFileTime,NtCreateFile,GetSystemTimeAsFileTime,LdrLoadDll,NtWriteFile,GetSystemTimeAsFileTime,GetFileAttributesW,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000391,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000392,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,NtCreateFile,LdrLoadDll,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000393,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,LdrLoadDll,GetSystemTimeAsFileTime,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000394,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000395,0,LdrUnloadDll,LoadStringW,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtAllocateVirtualMemory,GetSystemTimeAsFileTime,LdrGetDllHandle,NtClose,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000396,0,LdrUnloadDll,LdrUnloadDll,RegCloseKey,NtOpenKey,NtOpenKey,NtTerminateProcess,NtClose,NtAllocateVirtualMemory,LdrGetDllHandle,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000397,0,LdrUnloadDll,LdrGetDllHandle,CoUninitialize,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,SizeofResource,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000398,0,LdrUnloadDll,OpenServiceW,NtOpenKey,SetUnhandledExceptionFilter,RegOpenKeyExW,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000399,0,NtQueryValueKey,LdrUnloadDll,NtTerminateProcess,NtClose,NtCreateFile,GetSystemTimeAsFileTime,LdrGetDllHandle,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000400,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,LdrGetProcedureAddress,LdrGetProcedureAddress,NtCreateFile,GetSystemDirectoryA,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000401,0,LdrUnloadDll,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtOpenKey,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000402,0,GetSystemTimeAsFileTime,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000403,0,LdrUnloadDll,LdrUnloadDll,RegOpenKeyExW,NtOpenKey,OpenServiceW,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,GetSystemTimeAsFileTime,NtQueryValueKey,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000404,0,LdrUnloadDll,GetSystemInfo,SetUnhandledExceptionFilter,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000405,0,LdrUnloadDll,NtDuplicateObject,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,RegOpenKeyExW,NtCreateFile,GetSystemTimeAsFileTime,NtQueryValueKey,NtClose,NtTerminateProcess,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000406,0,LdrUnloadDll,GetSystemInfo,LoadStringW,NtOpenKey,LdrGetProcedureAddress,NtTerminateProcess,GetFileType,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000407,0,NtQueryValueKey,LdrUnloadDll,NtAllocateVirtualMemory,NtOpenKey,SetUnhandledExceptionFilter,LdrGetProcedureAddress,NtClose,GetSystemTimeAsFileTime,NtTerminateProcess,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000408,0,LdrUnloadDll,GetSystemTimeAsFileTime,RegCloseKey,NtDuplicateObject,NtOpenKey,NtOpenKey,LdrGetProcedureAddress,SetErrorMode,NtAllocateVirtualMemory,GetSystemTimeAsFileTime,NtClose,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtTerminateProcess,RegQueryValueExW,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000409,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000410,0,LdrUnloadDll,CoUninitialize,CoUninitialize,NtOpenKey,SetUnhandledExceptionFilter,RegOpenKeyExW,NtAllocateVirtualMemory,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000411,0,LdrUnloadDll,GetSystemInfo,NtTerminateProcess,FindResourceW,SetUnhandledExceptionFilter,NtOpenKey,SetUnhandledExceptionFilter,NtAllocateVirtualMemory,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetDllHandle,GetSystemTimeAsFileTime,NtTerminateProcess,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000412,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000413,0,LdrUnloadDll,GetForegroundWindow,NtOpenKey,SetUnhandledExceptionFilter,NtClose,NtTerminateProcess,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000414,0,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,GetSystemTimeAsFileTime,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000415,0,LdrUnloadDll,LoadStringW,NtOpenKey,LoadStringW,SetUnhandledExceptionFilter,RegOpenKeyExW,NtCreateFile,NtClose,NtClose,SetUnhandledExceptionFilter,NtTerminateProcess,LdrGetDllHandle,NtQueryValueKey,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000416,0,LdrUnloadDll,LdrUnloadDll,RegCloseKey,NtOpenKey,LdrGetProcedureAddress,NtTerminateProcess,NtOpenKey,GetSystemTimeAsFileTime,NtCreateFile,NtClose,LdrGetDllHandle,RegSetValueExW,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000417,0,LdrUnloadDll,LoadStringW,CoUninitialize,NtOpenKey,SetUnhandledExceptionFilter,NtClose,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,LdrGetDllHandle,GetSystemTimeAsFileTime,NtClose,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000418,0,LdrUnloadDll,LoadStringW,NtOpenKey,OpenServiceW,GetFileAttributesW,SetUnhandledExceptionFilter,NtClose,NtCreateFile,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000419,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,NtUnmapViewOfSection,NtClose,NtTerminateProcess,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000420,0,LdrUnloadDll,NtDuplicateObject,NtCreateSection,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtCreateFile,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtTerminateProcess,LdrGetDllHandle,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000421,0,LdrUnloadDll,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,NtClose,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000422,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000423,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,NtTerminateProcess,NtClose,NtWriteFile,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000424,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000425,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000426,0,NtQueryValueKey,LdrUnloadDll,NtCreateSection,OpenServiceW,NtOpenKey,SetUnhandledExceptionFilter,GetFileType,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrLoadDll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000427,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,GetSystemTimeAsFileTime,NtClose,NtTerminateProcess,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000428,0,LdrUnloadDll,LdrGetProcedureAddress,RegOpenKeyExW,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000429,0,LdrUnloadDll,GetSystemTimeAsFileTime,NtOpenKey,NtTerminateProcess,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000430,0,LdrUnloadDll,LdrUnloadDll,SetUnhandledExceptionFilter,NtUnmapViewOfSection,NtOpenKey,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000431,0,LdrUnloadDll,GetSystemTimeAsFileTime,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000432,0,NtQueryValueKey,LdrUnloadDll,NtCreateFile,NtOpenKey,LdrGetProcedureAddress,NtTerminateProcess,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000433,0,LdrUnloadDll,NtOpenKey,NtQueryValueKey,SetUnhandledExceptionFilter,NtOpenKey,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000434,0,LdrUnloadDll,NtDuplicateObject,NtOpenKey,NtCreateFile,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000435,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000436,0,NtQueryValueKey,LdrUnloadDll,NtCreateSection,SetUnhandledExceptionFilter,LdrGetProcedureAddress,NtOpenKey,NtTerminateProcess,NtClose,SetErrorMode,NtClose,LdrGetDllHandle,NtFreeVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000437,0,LdrUnloadDll,LoadStringW,SetUnhandledExceptionFilter,NtOpenKey,NtClose,SetUnhandledExceptionFilter,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000438,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000439,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000440,0,LdrUnloadDll,GetSystemInfo,NtOpenKey,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtClose,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,GetSystemTimeAsFileTime,NtQueryValueKey,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000441,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,LoadStringA,SetUnhandledExceptionFilter,NtCreateFile,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,GetSystemTimeAsFileTime,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000442,0,LdrUnloadDll,LdrUnloadDll,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000443,0,CoInitializeEx,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtQueryValueKey,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000444,0,LdrUnloadDll,GetSystemInfo,NtOpenKey,NtOpenKey,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000445,0,LdrUnloadDll,NtTerminateProcess,SetUnhandledExceptionFilter,NtOpenKey,NtClose,NtTerminateProcess,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000446,0,LdrUnloadDll,LdrUnloadDll,CoUninitialize,NtOpenKey,SetUnhandledExceptionFilter,NtOpenKey,NtCreateFile,SetUnhandledExceptionFilter,GetSystemTimeAsFileTime,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,WriteConsoleW,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000447,0,LdrUnloadDll,LdrUnloadDll,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,GetSystemTimeAsFileTime,NtClose,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000448,0,NtQueryValueKey,LdrUnloadDll,CoUninitialize,NtOpenKey,SetUnhandledExceptionFilter,RegOpenKeyExW,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetDllHandle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000449,0,LdrUnloadDll,NtReadFile,NtCreateSection,NtOpenKey,LdrGetProcedureAddress,NtCreateFile,NtClose,NtClose,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryAttributesFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated_00000450,0,LdrUnloadDll,SetUnhandledExceptionFilter,SetUnhandledExceptionFilter,NtOpenKey,NtTerminateProcess,GetSystemTimeAsFileTime,GetSystemTimeAsFileTime,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
